gene_id	type	gene_type	gene_name	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
RP11-44N21.1	ENSG00000257556.1	gene	lincRNA	RP11-44N21.1	chr14	-0.258992645709376	3.01585475393705	-2.78042255597401	0.00596817690261791	0.0204413567926503	-2.672837835606
TSPY26P	ENSG00000235217.6	gene	transcribed_processed_pseudogene	TSPY26P	chr20	-0.159144855517162	3.68516318887272	-2.81457664074668	0.00539200661078704	0.0189381433102143	-2.67321247562359
FCF1	ENSG00000119616.11	gene	protein_coding	FCF1	chr14	0.132988582338626	4.2722156452264	2.8264194793287	0.00520435434121582	0.0184230963366479	-2.67455876560697
RP11-264B17.5	ENSG00000261552.1	gene	antisense	RP11-264B17.5	chr16	-0.294339182824917	0.842135285825504	-2.70786858894087	0.00738162785029352	0.0238886679432883	-2.67532980376239
ZNF69	ENSG00000198429.9	gene	protein_coding	ZNF69	chr19	-0.175027898945255	2.29328182109965	-2.74245891202308	0.00667379166829087	0.0221700370411683	-2.67543363002208
PAGE4	ENSG00000101951.16	gene	protein_coding	PAGE4	chrX	-0.266171618888567	0.892947761275308	-2.71406555021494	0.00725002889135201	0.0235945964321287	-2.67550680770867
KIAA0895	ENSG00000164542.12	gene	protein_coding	KIAA0895	chr7	-0.180688955126299	3.05485941680642	-2.79206778199693	0.00576572621429415	0.0199176655961631	-2.67560021996004
RPS21P1	ENSG00000229795.2	gene	processed_pseudogene	RPS21P1	chr1	-0.297992526122823	0.912925695641592	-2.71297088114119	0.00727311990888089	0.0236539242591996	-2.67594198584086
SRF	ENSG00000112658.7	gene	protein_coding	SRF	chr6	-0.174514423989057	5.66728843270844	-2.83126292363216	0.00512933726705094	0.0182451426472733	-2.67596964664863
LINC00094	ENSG00000235106.9	gene	protein_coding	LINC00094	chr9	-0.206252355414116	5.70148348289765	-2.82936225095559	0.00515865739448582	0.0183146263545659	-2.67639351786615
RAB28	ENSG00000157869.14	gene	protein_coding	RAB28	chr4	0.132283963800801	5.64360639091806	2.8363149006431	0.00505214095127604	0.018063040306184	-2.67660218623831
LRG1	ENSG00000171236.9	gene	protein_coding	LRG1	chr19	-0.334204708339932	1.34617064946015	-2.71654014888832	0.00719807372146761	0.0234915001533611	-2.67662194423245
TCFL5	ENSG00000101190.12	gene	protein_coding	TCFL5	chr20	0.306015355209146	6.37813477504093	2.83288644434657	0.0051044128245872	0.0181857320284385	-2.67689462167256
RTFDC1	ENSG00000022277.12	gene	protein_coding	RTFDC1	chr20	0.105690000219911	7.1444504285476	2.81153931313687	0.00544111556755242	0.0190452555566674	-2.67695461911653
TSC22D1	ENSG00000102804.14	gene	protein_coding	TSC22D1	chr13	-0.213890392665412	7.92293871774022	-2.79321007265769	0.00574620758944609	0.0198643408143256	-2.67801679766807
RP11-236L14.2	ENSG00000273771.1	gene	lincRNA	RP11-236L14.2	chr15	-0.281003044050415	1.40496631924515	-2.71802636794454	0.0071670320754045	0.0234121764761804	-2.67857683813429
RNU6-126P	ENSG00000252494.1	gene	snRNA	RNU6-126P	chr11	-0.288459782671129	0.750770714374653	-2.70605129067975	0.00742062751070395	0.0239861654491068	-2.67967556695602
RP1-5O6.5	ENSG00000235246.1	gene	antisense	RP1-5O6.5	chr22	-0.283156133892415	1.00537339278403	-2.70814372009809	0.00737573964638767	0.0238870059590303	-2.6800386539018
PDCD1LG2	ENSG00000197646.7	gene	protein_coding	PDCD1LG2	chr9	-0.251207488034602	1.32765801893967	-2.71565363319025	0.00721664762653685	0.0235237187504879	-2.68033618045306
RP11-479J7.2	ENSG00000229588.1	gene	lincRNA	RP11-479J7.2	chr1	-0.322960440074845	1.96052621884483	-2.74728607454632	0.00658005915630216	0.0219621572358371	-2.68065836276999
PLAGL2	ENSG00000126003.6	gene	protein_coding	PLAGL2	chr20	-0.162556398804747	3.26875003077089	-2.79042706235556	0.00579386705719603	0.0199893343025496	-2.68136906252253
MTSS1	ENSG00000170873.18	gene	protein_coding	MTSS1	chr8	0.206139265484609	5.49199787864267	2.83596613856233	0.00505743597314464	0.0180766001508167	-2.68161134627891
CTC-436P18.5	ENSG00000276945.1	gene	unprocessed_pseudogene	CTC-436P18.5	chr5	-0.249128785230769	1.01874649305497	-2.71269226097504	0.00727900774847737	0.0236635834474151	-2.68380829531312
AC013472.4	ENSG00000230286.1	gene	antisense	AC013472.4	chr2	0.328874654049233	1.84030251536873	2.71942059455947	0.0071380219539665	0.0233389554408925	-2.6840607393946
GNA14	ENSG00000156049.6	gene	protein_coding	GNA14	chr9	-0.322209860914391	3.62272372010985	-2.82246267673256	0.00526637872162916	0.0185885672852513	-2.68407391125353
ZNF33A	ENSG00000189180.15	gene	protein_coding	ZNF33A	chr10	0.136591393133518	4.24511746117071	2.82332571520237	0.00525279316684635	0.018559462351056	-2.68409725800847
NRAV	ENSG00000248008.2	gene	antisense	NRAV	chr12	0.208511564102381	4.30084607376772	2.82860785507424	0.00517033709865641	0.0183400352252968	-2.68410630290188
PRR14L	ENSG00000183530.13	gene	protein_coding	PRR14L	chr22	-0.121584976223588	3.57450636968298	-2.80905592085741	0.00548157022326156	0.0191646218611803	-2.68484202367814
FHOD3	ENSG00000134775.15	gene	protein_coding	FHOD3	chr18	-0.291832958455454	3.90908022351308	-2.82794418018631	0.00518063214955329	0.0183631672783554	-2.68496395950841
HIP1R	ENSG00000130787.13	gene	protein_coding	HIP1R	chr12	0.23724353758231	7.95380604413132	2.79607764853009	0.00569747287063828	0.0197182809306727	-2.68695452645895
CLIC4	ENSG00000169504.14	gene	protein_coding	CLIC4	chr1	0.327643763999327	7.2621070194109	2.8129828212313	0.00541772572401647	0.0189920369554285	-2.68711374953114
RP11-316O14.1	ENSG00000268603.1	gene	antisense	RP11-316O14.1	chr2	-0.279210145947075	1.17354422967322	-2.7115107299033	0.00730402395078345	0.0237227209614953	-2.68724903708221
RP11-796E10.1	ENSG00000270460.1	gene	lincRNA	RP11-796E10.1	chr2	-0.294468194409926	0.90246130578762	-2.70586470178713	0.00742464227859122	0.0239941728797694	-2.687955807481
UXS1	ENSG00000115652.14	gene	protein_coding	UXS1	chr2	-0.191004390806134	4.93139894910514	-2.82980608979025	0.00515179702736506	0.018295609644693	-2.68815030248083
RASSF7	ENSG00000099849.14	gene	protein_coding	RASSF7	chr11	-0.261546366709466	4.1887876485292	-2.82842863376558	0.00517311537575729	0.018347215319559	-2.68828558434589
P2RY8	ENSG00000182162.10	gene	protein_coding	P2RY8	chrX	-0.266138218524011	1.10881938992873	-2.7092419120334	0.0073522790316606	0.0238327919692694	-2.68829527547548
ITFG1-AS1	ENSG00000260281.5	gene	antisense	ITFG1-AS1	chr16	-0.279921538907527	1.46907423523464	-2.7195420932288	0.00713549893118606	0.0233369700859393	-2.68843228248395
MPND	ENSG00000008382.15	gene	protein_coding	MPND	chr19	-0.198804096543248	5.12894455664478	-2.83183026652043	0.00512061479314001	0.0182247744173634	-2.68878705420553
MEG3	ENSG00000214548.14	gene	lincRNA	MEG3	chr14	-0.477655341885862	7.40420033820589	-2.78867402627515	0.00582407215793315	0.0200643758603767	-2.68934462443218
MASP1	ENSG00000127241.16	gene	protein_coding	MASP1	chr3	0.277096753390127	3.20834522742027	2.78256100395871	0.00593052316457468	0.0203368045939538	-2.68952439512552
FUT2	ENSG00000176920.11	gene	protein_coding	FUT2	chr19	-0.20900889020111	1.90235252453818	-2.73158752075437	0.00688933430559722	0.0227376405491064	-2.68964510740904
SPATA1	ENSG00000122432.17	gene	protein_coding	SPATA1	chr1	-0.222974301247321	1.3645590520896	-2.71423164369391	0.00724653110420335	0.0235895239182857	-2.6896547666128
SCN7A	ENSG00000136546.13	gene	protein_coding	SCN7A	chr2	-0.224101053364758	1.63593637183772	-2.7225341044006	0.00707362131115774	0.0231723719537455	-2.69016748232875
ACTBP2	ENSG00000213763.4	gene	processed_pseudogene	ACTBP2	chr5	-0.226674893970364	1.2855005387687	-2.7214026654317	0.0070969632216725	0.0232331963379026	-2.69059659892142
FFAR1	ENSG00000126266.3	gene	protein_coding	FFAR1	chr19	0.34778847951167	2.31724140942804	2.73030824004687	0.00691510825321208	0.0227881056211093	-2.69251677928018
AF228730.8	ENSG00000234120.1	gene	processed_pseudogene	AF228730.8	chr8	-0.339063554639149	1.09815068655313	-2.70923860933027	0.00735234948586572	0.0238327919692694	-2.69325866885621
RP11-46J23.1	ENSG00000272986.1	gene	antisense	RP11-46J23.1	chr4	-0.291757042775285	1.63705430292737	-2.71747403189838	0.00717855417490508	0.0234403735170367	-2.6934146753194
ANKRD13D	ENSG00000172932.14	gene	protein_coding	ANKRD13D	chr11	-0.254965253663498	6.25598108583215	-2.81510145949235	0.00538356207255868	0.0189171093624137	-2.69378560925799
RP11-570L15.2	ENSG00000257640.1	gene	antisense	RP11-570L15.2	chr2	-0.304069871672637	0.995256721175316	-2.71904672593277	0.00714579071637839	0.0233521945103407	-2.69442270902464
CCDC51	ENSG00000164051.13	gene	protein_coding	CCDC51	chr3	-0.116494178473765	3.97968617248905	-2.81903447583394	0.00532066035180803	0.0187422951442174	-2.69525753662259
CTA-204B4.2	ENSG00000259891.1	gene	antisense	CTA-204B4.2	chr8	0.269055031396619	5.29492135060752	2.82987421387974	0.00515074477681582	0.0182945431269969	-2.69550258186971
BCL2L15	ENSG00000188761.11	gene	protein_coding	BCL2L15	chr1	-0.225389649385797	1.33684505449806	-2.71499706238969	0.00723043175315965	0.023559181003666	-2.69566497629812
RILP	ENSG00000167705.11	gene	protein_coding	RILP	chr17	-0.211462262018739	4.37389299175442	-2.82298417672426	0.0052581656890705	0.0185730504086941	-2.69571209170997
AP000692.10	ENSG00000273199.1	gene	antisense	AP000692.10	chr21	-0.23975453391049	1.2200574932358	-2.71269491450079	0.0072789516534829	0.0236635834474151	-2.69628387491214
CH17-140K24.3	ENSG00000280336.1	gene	lincRNA	CH17-140K24.3	chr5	-0.272417795920344	1.38638113946912	-2.71630045741986	0.00720309136670175	0.0234976452437808	-2.69655781792637
MIR8055	ENSG00000276580.1	gene	miRNA	MIR8055	chr8	-0.296689421944565	0.845872694220545	-2.69912696808964	0.00757093776837978	0.0243426610155517	-2.69679922336804
WNK1	ENSG00000060237.16	gene	protein_coding	WNK1	chr12	0.277902877380651	7.44064415685636	2.80472037204899	0.00555285297391304	0.0193637541716073	-2.69819049387372
CCDC162P	ENSG00000203799.12	gene	transcribed_unitary_pseudogene	CCDC162P	chr6	0.30255137851594	1.53915617065829	2.71318588360428	0.00726857939179483	0.0236446239163921	-2.69854735870709
LINC00473	ENSG00000223414.2	gene	lincRNA	LINC00473	chr6	-0.323226319597757	1.10920091856465	-2.70571878752229	0.00742778323269869	0.0239997298873253	-2.69926245888227
RP11-254F19.2	ENSG00000260859.1	gene	sense_intronic	RP11-254F19.2	chr16	-0.288954790043654	0.890660793984537	-2.70066775581562	0.00753725502362836	0.0242817278604542	-2.69947454493127
SH2D1B	ENSG00000198574.5	gene	protein_coding	SH2D1B	chr1	-0.299998037504723	1.22884506571145	-2.70240318690764	0.00749947942907584	0.0241856265142402	-2.70102560876922
TAF1A-AS1	ENSG00000225265.1	gene	antisense	TAF1A-AS1	chr1	-0.193937424080768	2.34686683598878	-2.73068583484669	0.0069074917026297	0.0227722592310272	-2.70111567546857
CLUHP3	ENSG00000131797.12	gene	transcribed_unprocessed_pseudogene	CLUHP3	chr16	-0.165777511764328	2.90103633583278	-2.77971600475368	0.00598066547293122	0.0204654839601148	-2.70179098833006
LINC00941	ENSG00000235884.3	gene	lincRNA	LINC00941	chr12	-0.243510020430339	1.38725602388908	-2.71050873444844	0.00732529979170717	0.0237696110872546	-2.7026817113533
RP11-313J2.1	ENSG00000215146.4	gene	transcribed_unprocessed_pseudogene	RP11-313J2.1	chr10	-0.262041132032672	1.89206657115607	-2.7350701149165	0.0068196098105106	0.0225589540026816	-2.70325891042378
LINC01342	ENSG00000223823.1	gene	lincRNA	LINC01342	chr1	-0.316901987523141	1.01237777116678	-2.70801458911863	0.00737850270674913	0.0238870059590303	-2.70347183643431
ZNF852	ENSG00000178917.15	gene	protein_coding	ZNF852	chr3	-0.20669163953905	1.65725162612375	-2.71916746414424	0.0071432810139988	0.0233471288380697	-2.70347666294542
FCGR3B	ENSG00000162747.9	gene	protein_coding	FCGR3B	chr1	-0.440765673761297	1.77090317292994	-2.70997097809583	0.00733674131799631	0.0237972158734636	-2.70362243021426
HS6ST2	ENSG00000171004.18	gene	protein_coding	HS6ST2	chrX	-0.283358610031585	3.31567492983707	-2.79684158392324	0.00568455324797545	0.0196903730813273	-2.70375552222807
GOLGA1	ENSG00000136935.13	gene	protein_coding	GOLGA1	chr9	0.117654797993162	4.74723977240028	2.82474287234078	0.00523055412789709	0.0184996920964873	-2.70466674530557
RP11-256I23.1	ENSG00000268896.1	gene	antisense	RP11-256I23.1	chr2	-0.319080188208446	1.7692280655068	-2.73128037178703	0.00689551455597381	0.0227455392456096	-2.70539534823174
FANCI	ENSG00000140525.17	gene	protein_coding	FANCI	chr15	-0.158893338166308	2.20569838968632	-2.73115973230852	0.00689794335720157	0.0227500287217994	-2.7061540838569
ZBTB11-AS1	ENSG00000256628.3	gene	antisense	ZBTB11-AS1	chr3	-0.172929327746091	2.17370094622139	-2.73143504887619	0.00689240161774121	0.0227440840037493	-2.70711121295727
RP11-122K13.15	ENSG00000274685.1	gene	lincRNA	RP11-122K13.15	chr10	-0.299390798590836	0.980491585783832	-2.69888048828878	0.00757633859736276	0.0243459515734615	-2.70735172061131
FAR2	ENSG00000064763.10	gene	protein_coding	FAR2	chr12	-0.256931336508861	3.57533226196281	-2.81267760626313	0.00542266362607367	0.019005100262514	-2.70788767715079
TRMT10A	ENSG00000145331.13	gene	protein_coding	TRMT10A	chr4	0.194549581219412	2.78431149413387	2.73852186114423	0.00675113411060067	0.0223628445079529	-2.70802075783342
PCDHB10	ENSG00000120324.8	gene	protein_coding	PCDHB10	chr5	-0.176668897555201	2.97531425552769	-2.7740654472143	0.00608139821937877	0.0207083604948126	-2.70833484611939
MGC16275	ENSG00000246731.2	gene	antisense	MGC16275	chr17	0.285116151675179	3.89842389896372	2.79098549079163	0.00578427517896524	0.0199675674097934	-2.70846598706905
CD247	ENSG00000198821.10	gene	protein_coding	CD247	chr1	-0.215733288024713	1.73182394074094	-2.7141139164133	0.00724901018287756	0.0235944371571119	-2.70916529140046
LINC01773	ENSG00000224235.1	gene	lincRNA	LINC01773	chr1	-0.262671120656708	1.04307620444622	-2.70752921158422	0.00738889686941055	0.0239026540131311	-2.70926658193327
KLHL1	ENSG00000150361.11	gene	protein_coding	KLHL1	chr13	-0.332985946017868	1.64740644699262	-2.70936830667086	0.00734958320384253	0.0238327919692694	-2.70935225946038
PCNA	ENSG00000132646.10	gene	protein_coding	PCNA	chr20	0.138293379573686	6.00702912412644	2.81888914662351	0.00532297268487116	0.0187475282893624	-2.70970980297814
RSPO2	ENSG00000147655.10	gene	protein_coding	RSPO2	chr8	-0.435848859107836	3.02370329399342	-2.77801118871005	0.0060108965315654	0.0205458152027236	-2.71104119344997
RP4-597N16.4	ENSG00000273416.1	gene	lincRNA	RP4-597N16.4	chr1	-0.363896575704182	2.89452528733511	-2.75772258587495	0.00638147183969743	0.0214360361535053	-2.71129255931784
NPIPB13	ENSG00000198064.13	gene	protein_coding	NPIPB13	chr16	-0.286816085191766	1.96639190785769	-2.7157314940409	0.00721501458385958	0.0235237187504879	-2.71200436814254
ZNF727	ENSG00000214652.5	gene	protein_coding	ZNF727	chr7	-0.224178956381683	1.47533988807859	-2.7109167033046	0.00731663044309068	0.0237509831461503	-2.71233843492891
AC000078.5	ENSG00000232926.1	gene	processed_pseudogene	AC000078.5	chr22	-0.237485823747601	1.28966443978474	-2.70761594568144	0.00738703852316776	0.0238998201155148	-2.71332010651682
SOCS7	ENSG00000274211.4	gene	protein_coding	SOCS7	chr17	-0.188401798720841	4.94177563007421	-2.82021070165806	0.00530197904106703	0.0186898218008057	-2.71370060086523
RP11-321A17.3	ENSG00000263781.3	gene	processed_pseudogene	RP11-321A17.3	chr17	-0.287543488384861	1.12038984773033	-2.7069327512957	0.00740168795097839	0.0239376668679123	-2.71466222992113
RNA5SP462	ENSG00000252539.1	gene	rRNA	RNA5SP462	chr19	-0.31620955378344	0.859460713375401	-2.6993966488156	0.00756503254954889	0.0243301046834798	-2.71510615194197
UPF3AP2	ENSG00000214832.5	gene	transcribed_processed_pseudogene	UPF3AP2	chr17	-0.257872861525174	1.10684608084621	-2.6947660868696	0.0076670082670192	0.0245853485884017	-2.71555692905757
RP11-266J6.2	ENSG00000269886.1	gene	antisense	RP11-266J6.2	chr3	-0.322689871973606	1.69681820898578	-2.71539638923396	0.00722204540280166	0.0235381600335116	-2.71603874600119
MIR135A1	ENSG00000207926.1	gene	miRNA	MIR135A1	chr3	-0.314006053531237	0.812595089340947	-2.69132748333586	0.00774353590383547	0.0247585634965194	-2.71613976122578
AC104076.3	ENSG00000236153.1	gene	antisense	AC104076.3	chr2	-0.296622041934505	1.0956507314357	-2.69364365112472	0.00769191313491118	0.024637209922642	-2.71827464473823
ITGA8	ENSG00000077943.7	gene	protein_coding	ITGA8	chr10	-0.350635174379376	3.32517019658623	-2.79770259622999	0.00567002379320408	0.0196540360291573	-2.71832926581491
LMBR1	ENSG00000105983.20	gene	protein_coding	LMBR1	chr7	-0.1252013729179	4.05350579783167	-2.81226071692536	0.00542941486157707	0.019021560126653	-2.71857271031589
ARF1	ENSG00000143761.15	gene	protein_coding	ARF1	chr1	-0.240704145827063	8.79346474758193	-2.7591438597366	0.00635485228459973	0.0213820434358057	-2.71872475555286
CADM3	ENSG00000162706.12	gene	protein_coding	CADM3	chr1	-0.393216937609186	7.66743980473833	-2.77111043551106	0.00613468843020223	0.0208139686942993	-2.72102497230375
NPDC1	ENSG00000107281.9	gene	protein_coding	NPDC1	chr9	-0.218956130039748	8.39750353805319	-2.76657855361591	0.0062172394344205	0.0210178456911839	-2.72142052867186
CTD-2530H12.4	ENSG00000255326.1	gene	antisense	CTD-2530H12.4	chr11	-0.22053997656505	1.79409605708531	-2.73051899103526	0.00691085621005511	0.0227771784869467	-2.72183695357285
FAM20A	ENSG00000108950.11	gene	protein_coding	FAM20A	chr17	-0.265449762462606	1.34310415395443	-2.70173113564216	0.00751408780270255	0.0242238977394664	-2.72209005673814
GNA15	ENSG00000060558.3	gene	protein_coding	GNA15	chr19	-0.327969067505591	3.28985481719091	-2.77587034532615	0.00604905604443877	0.0206338642826829	-2.72319519382771
YJEFN3	ENSG00000250067.11	gene	protein_coding	YJEFN3	chr19	-0.430399010189777	7.31106294765928	-2.77660439816785	0.00603594719590246	0.0206163334055746	-2.72428564554077
RPL36AP43	ENSG00000241362.2	gene	processed_pseudogene	RPL36AP43	chr15	-0.296693075050799	1.88115162490836	-2.72057045387072	0.00711417644428187	0.0232801496824987	-2.7245169837027
CHMP1A	ENSG00000131165.14	gene	protein_coding	CHMP1A	chr16	-0.172546529764464	7.2725823678492	-2.78481886030561	0.00589100116843817	0.0202326451761859	-2.72574452603194
LUZP1	ENSG00000169641.13	gene	protein_coding	LUZP1	chr1	-0.248598825843759	4.08796407880597	-2.81295623324523	0.00541815571342494	0.0189920369554285	-2.72594650922293
RP11-93B14.9	ENSG00000277496.1	gene	antisense	RP11-93B14.9	chr20	-0.266045766673184	1.26096283784239	-2.69973693249843	0.00755758727137036	0.0243125873743807	-2.72629013315796
TRPC4AP	ENSG00000100991.11	gene	protein_coding	TRPC4AP	chr20	0.14076006866035	6.85309277016909	2.79608624363922	0.00569732736241038	0.0197182809306727	-2.72689131496717
RP11-447D11.3	ENSG00000280173.1	gene	TEC	RP11-447D11.3	chr3	-0.192979291761365	1.55604877006614	-2.70546358740928	0.00743327956418247	0.0240111114971534	-2.72717829649357
STAG3	ENSG00000066923.17	gene	protein_coding	STAG3	chr7	0.221839160442721	3.07599156775005	2.75845386365037	0.00636776286891514	0.0214066157628997	-2.72791460351447
RP3-333A15.2	ENSG00000269933.1	gene	sense_intronic	RP3-333A15.2	chr1	-0.414435025337321	1.53347017209954	-2.7092265221851	0.00735260733749839	0.0238327919692694	-2.72811409029909
ENPP7P10	ENSG00000249767.1	gene	unprocessed_pseudogene	ENPP7P10	chr4	-0.211183145368482	1.13943600970483	-2.69295312876307	0.00770727088736783	0.0246734079854815	-2.72816208598775
